temperature,radius,mass,color,name
5746.0,1.41,0.91,Yellow,Star_800
5012.0,0.742183,0.83,Orange,Star_802
4786.0,0.704,0.686,Orange,Star_803
5689.91,0.978509,1.01,Yellow,Star_804
6095.0,0.96,1.063,Yellow-White,Star_805
5550.0,0.954,1.05,Yellow,Star_806
5331.0,0.778,0.865,Yellow,Star_807
5912.0,1.094,0.96,Yellow,Star_808
5623.0,0.763,0.853,Yellow,Star_809
3768.0,0.527463,0.524532,Orange,Star_810
5721.0,1.27267,1.02,Yellow,Star_811
5383.0,0.759,0.851,Yellow,Star_812
5621.0,1.33944,1.0,Yellow,Star_813
5219.0,0.755,0.766,Yellow,Star_814
5666.0,0.756,0.813,Yellow,Star_815
6142.0,1.87,1.19,Yellow-White,Star_817
5295.0,0.821,0.756,Yellow,Star_818
5380.0,0.785,0.823,Yellow,Star_819
5887.0,1.177,0.985,Yellow,Star_820
5211.0,0.895,0.817,Yellow,Star_821
6056.0,1.209,1.147,Yellow-White,Star_822
5183.0,0.752873,0.88,Orange,Star_823
5552.0,1.08985,0.98,Yellow,Star_824
6530.0,1.16,1.22,Yellow-White,Star_825
5602.0,1.16898,0.99,Yellow,Star_826
6167.0,1.689,1.135,Yellow-White,Star_827
5429.4,0.838993,0.95,Yellow,Star_828
4852.0,0.804,0.778,Orange,Star_829
4201.0,0.544,0.572,Orange,Star_831
5411.15,0.915405,0.941,Yellow,Star_832
5714.0,0.96333,1.02,Yellow,Star_833
5216.81,0.89054,0.89,Yellow,Star_834
5973.0,0.937,1.005,Yellow,Star_836
4581.87,0.655719,0.72,Orange,Star_837
5271.0,0.93,0.92,Yellow,Star_838
3555.0,0.4,0.41,Red,Star_839
5238.0,0.851,0.784,Yellow,Star_840
5804.0,1.39,1.08,Yellow,Star_841
2988.0,0.2134,0.191,Red,Star_842
4549.0,0.692471,0.72,Orange,Star_843
5426.0,0.85,1.0,Yellow,Star_844
6477.0,1.459,1.3,Yellow-White,Star_845
3688.0,0.473,0.503,Red,Star_846
4628.0,0.628,0.654,Orange,Star_847
5121.0,0.7,0.799,Orange,Star_848
6341.0,1.76,1.37,Yellow-White,Star_849
5455.0,0.927,0.919,Yellow,Star_850
5720.0,0.964799,1.02,Yellow,Star_852
5190.0,1.923,0.976,Orange,Star_853
3853.9,0.522,0.518,Orange,Star_854
5901.0,1.29646,1.07,Yellow,Star_855
4966.0,0.677,0.721,Orange,Star_856
5206.0,0.8,0.83,Yellow,Star_857
6072.0,1.659,1.184,Yellow-White,Star_858
5423.0,0.828,0.872,Yellow,Star_861
5688.0,1.0,0.903,Yellow,Star_862
6113.0,1.218,1.194,Yellow-White,Star_863
6014.0,0.94,1.04,Yellow-White,Star_865
5693.0,0.889,0.845,Yellow,Star_867
6272.0,1.363,1.213,Yellow-White,Star_868
3258.0,0.175,0.144,Red,Star_869
5067.0,0.821,0.829,Orange,Star_870
4668.0,0.755444,0.74,Orange,Star_871
5610.0,0.94,0.87,Yellow,Star_872
5693.0,1.11795,1.01,Yellow,Star_874
5963.0,0.93,1.023,Yellow,Star_875
5030.0,4.1,1.52,Orange,Star_876
5779.0,0.86,0.971,Yellow,Star_877
4877.0,0.692198,0.724359,Orange,Star_878
3632.0,0.38,0.4,Red,Star_879
5181.0,0.73,0.8,Orange,Star_881
6101.0,1.53,1.21,Yellow-White,Star_883
4115.0,0.532,0.557,Orange,Star_884
4604.9,0.637412,0.73,Orange,Star_885
6175.0,1.307,1.244,Yellow-White,Star_887
4775.0,0.664,0.685,Orange,Star_889
5601.0,0.999,0.934,Yellow,Star_890
5587.0,1.423,0.911,Yellow,Star_891
5767.0,1.09,1.08,Yellow,Star_892
5620.0,0.99,1.05,Yellow,Star_893
5600.0,0.929313,0.99,Yellow,Star_895
5482.0,0.79,0.894,Yellow,Star_896
4850.0,0.72,0.772,Orange,Star_897
5374.67,0.92027,0.93,Yellow,Star_898
6283.5,1.22347,1.23,Yellow-White,Star_899
4090.0,0.571,0.591,Orange,Star_900
5460.0,0.9105,0.9513,Yellow,Star_901
5806.0,1.03,1.03,Yellow,Star_902
5754.0,0.834976,1.03,Yellow,Star_903
5097.0,0.71,0.782,Orange,Star_904
5744.0,1.14,1.15,Yellow,Star_905
5052.0,4.2,1.48,Orange,Star_906
6025.0,1.25,1.16,Yellow-White,Star_907
4427.4,0.773259,0.69,Orange,Star_908
6333.0,1.435,1.115,Yellow-White,Star_909
3842.0,0.543,0.55,Orange,Star_910
6266.0,1.34,1.21,Yellow-White,Star_913
5774.0,0.864,0.916,Yellow,Star_914
5605.6,0.980624,0.991,Yellow,Star_915
6106.0,0.98,1.07,Yellow-White,Star_916
5552.0,0.81,0.91,Yellow,Star_917
6050.0,1.572,1.24,Yellow-White,Star_919
5060.0,0.77,0.81,Orange,Star_920
5797.0,0.99,0.99,Yellow,Star_921
5999.0,0.959,1.045,Yellow,Star_922
6014.0,1.01798,1.11,Yellow-White,Star_923
5779.0,1.284,1.039,Yellow,Star_925
5754.0,1.0,1.0,Yellow,Star_926
6425.0,1.186,1.196,Yellow-White,Star_928
5698.0,0.94,0.9,Yellow,Star_929
5765.0,0.930909,1.03,Yellow,Star_930
5071.0,3.4,1.33,Orange,Star_931
5359.0,0.889,0.828,Yellow,Star_932
5854.0,0.867,0.752,Yellow,Star_933
5569.0,0.829,0.928,Yellow,Star_934
5040.0,6.43,1.91,Orange,Star_935
4067.0,0.53,0.54,Orange,Star_936
4860.0,0.687,0.702,Orange,Star_937
5871.24,1.07657,1.06,Yellow,Star_938
5033.0,0.71,0.79,Orange,Star_939
5123.0,0.935,0.853,Orange,Star_940
5933.0,2.028,1.413,Yellow,Star_941
5798.0,1.512,1.239,Yellow,Star_942
3891.0,0.564,0.605,Orange,Star_943
4929.0,0.843936,0.81,Orange,Star_944
5909.0,1.09483,1.07,Yellow,Star_945
5933.0,2.04,1.31,Yellow,Star_946
5990.0,3.1,1.6,Yellow,Star_947
6036.0,1.017,0.939,Yellow-White,Star_948
7115.0,2.08,1.65,Yellow-White,Star_949
5910.0,0.897,1.03,Yellow,Star_950
4168.0,0.541,0.568,Orange,Star_951
4798.0,0.707,0.771,Orange,Star_952
6397.0,0.989,0.968,Yellow-White,Star_953
6164.0,1.09,1.032,Yellow-White,Star_955
5583.62,1.01824,0.986,Yellow,Star_956
6152.0,1.19,1.12,Yellow-White,Star_957
5100.0,0.873036,0.86,Orange,Star_958
5639.0,1.03,0.88,Yellow,Star_959
3466.0,0.404,0.42,Red,Star_961
3479.0,0.619862,0.603999,Red,Star_962
3855.0,0.53,0.535,Orange,Star_963
6784.0,1.264,1.138,Yellow-White,Star_964
6119.0,0.981,1.039,Yellow-White,Star_965
4681.53,0.772344,0.747,Orange,Star_966
5497.0,1.052,0.983,Yellow,Star_967
6381.0,2.232,1.436,Yellow-White,Star_968
3387.0,0.379,0.403,Red,Star_969
3358.0,0.38,0.381,Red,Star_970
5921.42,1.00889,1.08,Yellow,Star_971
4789.74,0.686044,0.773,Orange,Star_972
3203.0,0.16,0.14,Red,Star_973
5576.0,2.87389,0.98,Yellow,Star_974
4898.0,5.03,1.39,Orange,Star_975
5328.0,2.04297,0.92,Yellow,Star_976
5782.0,1.095,0.957,Yellow,Star_977
5053.0,0.77,0.81,Orange,Star_979
5482.0,0.79,0.895,Yellow,Star_981
4878.0,4.11,1.19,Orange,Star_982
6164.0,1.446,1.286,Yellow-White,Star_983
6374.0,1.352,1.27,Yellow-White,Star_984
5471.0,0.809,0.9,Yellow,Star_985
5507.0,0.878161,0.956055,Yellow,Star_986
5843.0,1.332,1.151,Yellow,Star_987
5929.0,1.069,1.079,Yellow,Star_988
4120.0,0.68,0.65,Orange,Star_989
5142.0,0.789,0.745,Orange,Star_990
6106.0,1.359,1.24,Yellow-White,Star_991
15900.0,0.0131,0.61,Blue-White,Star_993
6167.0,1.221,1.174,Yellow-White,Star_994
5581.0,0.942016,0.99,Yellow,Star_997
5502.0,0.87,0.9,Yellow,Star_998
6131.0,1.024,1.094,Yellow-White,Star_999
5607.0,1.019,1.053,Yellow,Star_1000
5048.0,3.549,1.345,Orange,Star_1001
6126.0,1.18859,1.16,Yellow-White,Star_1002
5623.39,1.08882,1.0,Yellow,Star_1003
6451.0,1.22767,1.31,Yellow-White,Star_1004
6013.71,1.63518,1.11,Yellow-White,Star_1007
3866.0,0.551,0.591,Orange,Star_1010
4323.0,0.695483,0.676,Orange,Star_1011
5710.0,1.166,0.906,Yellow,Star_1014
5986.0,0.85,0.886,Yellow,Star_1015
4525.0,0.739177,0.71,Orange,Star_1016
3660.0,0.48,0.51,Red,Star_1017
5076.0,0.727,0.794,Orange,Star_1018
5227.0,0.820614,0.89,Yellow,Star_1019
5288.0,0.74,0.828,Yellow,Star_1020
5945.0,1.14,1.09,Yellow,Star_1022
5545.0,0.983912,0.98,Yellow,Star_1023
5162.0,0.791,0.826,Orange,Star_1024
4985.0,0.75,0.78,Orange,Star_1025
5079.0,0.77,0.81,Orange,Star_1026
6176.0,1.3,1.17,Yellow-White,Star_1027
4920.0,0.75,0.8,Orange,Star_1028
5942.35,1.17485,1.09,Yellow,Star_1029
5860.0,1.074,1.118,Yellow,Star_1030
4894.0,0.701,0.716,Orange,Star_1031
6343.0,1.115,1.069,Yellow-White,Star_1032
5998.0,1.15,1.1,Yellow,Star_1034
5902.0,1.513,1.12,Yellow,Star_1036
5838.55,0.986123,1.05,Yellow,Star_1038
4720.0,0.71,0.75,Orange,Star_1039
5634.0,0.91,0.93,Yellow,Star_1040
5601.0,0.83,0.911,Yellow,Star_1041
5225.0,0.779,0.96,Yellow,Star_1045
5826.0,1.236,1.066,Yellow,Star_1046
5866.0,1.282,0.95,Yellow,Star_1047
5150.0,0.793,0.855,Orange,Star_1048
5291.0,0.866,0.833,Yellow,Star_1050
4227.0,0.65,0.66,Orange,Star_1051
5160.0,0.792,0.847,Orange,Star_1052
4820.0,2.9,1.0,Orange,Star_1055
6000.0,1.215,1.167,Yellow,Star_1056
5270.0,0.8,0.86,Yellow,Star_1057
5763.0,1.38,1.05,Yellow,Star_1058
4874.0,6.1,1.56,Orange,Star_1059
5952.0,1.044,1.08,Yellow,Star_1060
6021.0,0.94,1.04,Yellow-White,Star_1061
5262.0,0.816,0.93,Yellow,Star_1063
5736.0,0.924,1.053,Yellow,Star_1064
4402.0,0.7,0.694661,Orange,Star_1065
6241.0,1.31,1.21,Yellow-White,Star_1066
5693.0,0.816,0.911,Yellow,Star_1067
5987.0,1.043,1.109,Yellow,Star_1068
5581.0,1.05,0.99,Yellow,Star_1069
5167.0,0.848,0.883,Orange,Star_1071
6330.0,1.07,1.15,Yellow-White,Star_1072
6408.0,1.54002,1.29,Yellow-White,Star_1074
4953.0,0.798,0.839,Orange,Star_1076
5468.0,0.88,0.92,Yellow,Star_1078
6005.31,1.33236,1.11,Yellow-White,Star_1080
3547.0,0.42,0.41,Red,Star_1081
3412.0,0.38,0.372,Red,Star_1083
5749.0,0.93,0.97,Yellow,Star_1087
5418.0,0.76,0.8,Yellow,Star_1089
6295.0,1.19,1.12,Yellow-White,Star_1090
3459.09,0.36001,0.360031,Red,Star_1091
5216.0,0.8418,0.9342,Yellow,Star_1092
7000.0,1.56,1.68,Yellow-White,Star_1093
5922.0,1.08,1.06,Yellow,Star_1094
4495.0,0.599,0.629,Orange,Star_1095
5223.0,0.885,0.913,Yellow,Star_1098
5951.0,1.262,1.117,Yellow,Star_1099
6820.0,2.06,2.22,Yellow-White,Star_1100
6199.0,1.24,1.15,Yellow-White,Star_1101
5444.0,0.88,0.91,Yellow,Star_1102
5230.0,0.777,0.873,Yellow,Star_1104
5799.0,0.901,0.833,Yellow,Star_1105
5208.0,0.755,0.733,Yellow,Star_1106
3841.0,0.535,0.535,Orange,Star_1107
6230.0,1.03,1.11,Yellow-White,Star_1108
6179.0,1.25,1.17,Yellow-White,Star_1109
5331.0,0.751,0.855,Yellow,Star_1110
5495.0,0.9164,0.929,Yellow,Star_1111
5074.0,0.863,0.809,Orange,Star_1112
5446.0,1.593,0.848,Yellow,Star_1113
5461.0,0.915,0.921,Yellow,Star_1114
5104.0,0.947426,0.86,Orange,Star_1115
6157.0,1.695,1.173,Yellow-White,Star_1116
5121.0,0.76,0.79,Orange,Star_1117
5537.0,1.714,0.954,Yellow,Star_1118
6900.0,1.91,1.49,Yellow-White,Star_1119
5310.0,0.91,0.93,Yellow,Star_1120
5393.0,0.91,1.47,Yellow,Star_1121
4590.9,0.774146,0.726,Orange,Star_1122
5413.0,0.85,0.9,Yellow,Star_1123
6170.0,1.21,1.13,Yellow-White,Star_1124
5625.0,0.95,0.882,Yellow,Star_1128
6146.0,1.26,1.17,Yellow-White,Star_1129
5746.0,1.02,0.99,Yellow,Star_1130
6128.0,1.3636,1.158,Yellow-White,Star_1131
5328.0,0.74,0.78,Yellow,Star_1133
5076.0,0.78,0.846,Orange,Star_1135
4900.0,0.68,0.76,Orange,Star_1137
5690.0,1.02,1.0,Yellow,Star_1138
5397.0,0.797079,0.94,Yellow,Star_1139
6124.0,2.21867,1.16,Yellow-White,Star_1140
5105.0,0.868,0.81,Orange,Star_1141
5329.0,0.91,0.94,Yellow,Star_1142
5957.0,0.971,1.083,Yellow,Star_1144
3673.0,0.479,0.487,Red,Star_1145
4992.0,0.7993,0.827,Orange,Star_1146
4888.0,11.55,1.78,Orange,Star_1147
3385.0,0.35,0.358,Red,Star_1148
5553.0,0.864387,0.98,Yellow,Star_1149
4895.0,0.74,0.77,Orange,Star_1150
4719.0,0.502,0.52,Orange,Star_1151
4887.0,12.24,2.61,Orange,Star_1152
3366.0,0.335,0.34,Red,Star_1153
5702.0,0.923016,1.02,Yellow,Star_1154
5565.0,1.05,1.05,Yellow,Star_1155
5046.0,0.77,0.82,Orange,Star_1156
6474.0,1.403,1.104,Yellow-White,Star_1157
5003.05,0.783768,0.83,Orange,Star_1158
5550.0,1.76,1.1,Yellow,Star_1159
5893.0,0.866,0.946,Yellow,Star_1160
5144.0,0.8,0.85,Orange,Star_1161
4858.0,0.707,0.786,Orange,Star_1162
5250.0,0.823294,0.9,Yellow,Star_1163
4807.01,1.15074,0.78,Orange,Star_1164
5036.0,0.980071,0.84,Orange,Star_1165
6355.0,1.43064,1.26,Yellow-White,Star_1166
5881.14,1.49783,1.07,Yellow,Star_1167
6119.0,1.545,1.126,Yellow-White,Star_1168
5997.0,1.574,1.081,Yellow,Star_1170
5808.0,0.902,0.987,Yellow,Star_1172
4388.39,1.07998,0.69,Orange,Star_1173
6367.0,1.09,1.161,Yellow-White,Star_1174
3236.0,0.193,0.169,Red,Star_1175
6207.0,1.19,1.09,Yellow-White,Star_1176
4807.0,5.43,1.29,Orange,Star_1177
5980.0,1.174,1.151,Yellow,Star_1178
6430.0,1.8,0.94,Yellow-White,Star_1179
6000.0,1.13,1.1,Yellow,Star_1180
5585.22,1.28083,0.99,Yellow,Star_1181
5860.0,1.59,1.26,Yellow,Star_1183
5614.0,1.5326,1.0678,Yellow,Star_1185
5445.0,1.642,1.09,Yellow,Star_1186
4915.0,3.08,1.38,Orange,Star_1187
6400.0,1.216,1.25,Yellow-White,Star_1188
5971.0,0.889,0.916,Yellow,Star_1191
5106.6,0.774921,0.86,Orange,Star_1194
7587.0,1.39514,1.763,White,Star_1195
3297.0,0.3273,0.3041,Red,Star_1196
5130.0,0.8,0.85,Orange,Star_1197
5851.0,1.115,0.895,Yellow,Star_1198
6159.0,1.25,1.16,Yellow-White,Star_1199
5315.0,0.82,0.85,Yellow,Star_1200
6327.0,7.663,2.646,Yellow-White,Star_1201
4070.0,0.51,0.52,Orange,Star_1202
3560.0,0.41,0.43,Red,Star_1203
4821.0,0.68,0.7,Orange,Star_1204
6077.0,0.999,1.077,Yellow-White,Star_1205
5409.77,0.85052,0.94,Yellow,Star_1206
3075.0,0.242,0.23,Red,Star_1207
6243.0,1.03,1.12,Yellow-White,Star_1208
6172.0,1.471,1.25,Yellow-White,Star_1210
5653.0,0.91,0.96,Yellow,Star_1211
4143.0,0.586,0.577,Orange,Star_1214
5497.0,0.938168,0.964,Yellow,Star_1218
5952.0,1.377,1.168,Yellow,Star_1219
5655.0,0.845,0.888,Yellow,Star_1220
6306.0,1.38,1.24,Yellow-White,Star_1224
5976.0,0.93,1.028,Yellow,Star_1225
5200.0,0.89,0.91,Orange,Star_1229
6090.0,1.19,1.14,Yellow-White,Star_1230
3554.0,0.398,0.426,Red,Star_1231
4799.0,0.89,0.87,Orange,Star_1233
3496.0,0.4,0.42,Red,Star_1235
6254.0,1.1933,1.21,Yellow-White,Star_1236
5582.19,0.934117,0.99,Yellow,Star_1237
5589.0,0.974,1.066,Yellow,Star_1238
5443.0,0.904093,0.95,Yellow,Star_1239
5575.0,0.92,0.94,Yellow,Star_1241
5700.0,1.77,1.07,Yellow,Star_1242
3240.0,0.27,0.21,Red,Star_1243
5696.0,0.88,0.93,Yellow,Star_1244
3483.0,0.389,0.415,Red,Star_1245
6850.0,1.83,1.5,Yellow-White,Star_1246
5751.0,1.071,1.028,Yellow,Star_1249
5522.0,1.018,0.909,Yellow,Star_1250
6203.43,1.46815,1.19,Yellow-White,Star_1251
6346.0,1.194,1.218,Yellow-White,Star_1252
3207.0,0.2932,0.2634,Red,Star_1255
5358.0,0.72,0.72,Yellow,Star_1256
5531.0,0.8,0.906,Yellow,Star_1257
5630.0,1.45479,1.0,Yellow,Star_1258
4575.0,0.66,0.72,Orange,Star_1259
5850.0,1.012,0.906,Yellow,Star_1260
5373.0,0.905,0.94,Yellow,Star_1262
4250.0,0.62,0.644,Orange,Star_1265
6100.0,1.76,1.08,Yellow-White,Star_1266
4952.0,0.78,0.82,Orange,Star_1267
5627.0,1.0,0.905,Yellow,Star_1269
6540.0,1.698,1.453,Yellow-White,Star_1270
5392.0,0.857501,0.923184,Yellow,Star_1272
6347.0,1.036,1.032,Yellow-White,Star_1274
5688.0,1.46,1.097,Yellow,Star_1277
5565.0,1.006,0.868,Yellow,Star_1280
6007.22,1.40537,1.11,Yellow-White,Star_1282
3260.0,0.358,0.34,Red,Star_1284
4869.0,0.77,0.776,Orange,Star_1285
4205.93,0.669922,0.694721,Orange,Star_1286
4263.0,0.653273,0.67,Orange,Star_1288
6357.0,1.17,1.16,Yellow-White,Star_1289
5529.7,1.65796,0.97,Yellow,Star_1290
6283.0,1.50696,1.23,Yellow-White,Star_1291
6058.0,1.409,1.242,Yellow-White,Star_1293
5428.0,0.964,1.01,Yellow,Star_1294
6643.0,1.71,1.4,Yellow-White,Star_1296
6036.0,2.07,1.34,Yellow-White,Star_1298
5655.0,1.30799,1.0,Yellow,Star_1299
5683.0,2.102,1.251,Yellow,Star_1301
6409.0,1.09,1.16,Yellow-White,Star_1303
5070.0,0.779,0.8,Orange,Star_1304
6044.0,1.227,1.21,Yellow-White,Star_1305
5950.0,1.302,1.199,Yellow,Star_1307
6259.0,1.167,1.21,Yellow-White,Star_1308
4850.0,0.81,0.83,Orange,Star_1309
3350.0,0.373,0.369,Red,Star_1310
5940.0,1.08,1.03,Yellow,Star_1311
5741.21,1.21564,1.03,Yellow,Star_1314
6300.0,1.46,1.21,Yellow-White,Star_1315
4201.0,0.61,0.64,Orange,Star_1316
4548.13,0.751174,0.717,Orange,Star_1317
3888.0,0.558075,0.55246,Orange,Star_1318
6322.0,1.131,1.074,Yellow-White,Star_1319
5565.0,1.439,0.989,Yellow,Star_1320
5851.0,1.381,1.066,Yellow,Star_1321
5756.0,0.967,0.89,Yellow,Star_1322
4871.0,0.69,0.704,Orange,Star_1324
4871.0,4.06,1.27,Orange,Star_1326
4246.0,0.552,0.582,Orange,Star_1327
5559.0,0.79,0.714,Yellow,Star_1328
5005.0,5.09,2.25,Orange,Star_1329
6050.0,1.04,1.029,Yellow-White,Star_1330
5427.0,0.929,0.915,Yellow,Star_1333
5720.0,0.964605,1.02,Yellow,Star_1335
5471.0,1.047,0.877,Yellow,Star_1336
5590.0,0.977,0.893,Yellow,Star_1337
3724.0,0.52,0.55,Orange,Star_1338
4385.0,0.65,0.69,Orange,Star_1339
5226.0,0.81,0.777,Yellow,Star_1340
6068.0,1.797,1.294,Yellow-White,Star_1341
3725.0,0.5,0.52,Orange,Star_1342
5213.0,0.917,0.832,Yellow,Star_1343
5371.0,1.122,0.872,Yellow,Star_1344
5870.0,0.89,0.998,Yellow,Star_1345
4048.0,0.522,0.546,Orange,Star_1346
5739.0,1.069,1.002,Yellow,Star_1348
5691.0,0.84,0.95,Yellow,Star_1349
4184.0,0.57,0.59,Orange,Star_1350
5859.0,1.013236,1.067005,Yellow,Star_1351
6035.0,1.002,1.035,Yellow-White,Star_1352
4776.0,5.9,1.19,Orange,Star_1355
5115.16,1.033,0.86,Orange,Star_1356
5050.0,0.714,0.801,Orange,Star_1357
3768.0,0.53,0.55,Orange,Star_1359
6501.0,1.854,1.419,Yellow-White,Star_1360
4477.0,0.69737,0.7,Orange,Star_1361
3357.57,0.36664,0.373585,Red,Star_1363
5917.0,2.3426,1.08,Yellow,Star_1364
4868.0,0.74,0.79,Orange,Star_1366
5926.0,0.939,1.03,Yellow,Star_1367
6140.0,1.272,1.206,Yellow-White,Star_1368
4972.0,1.001,0.766,Orange,Star_1370
5838.0,0.897,0.992,Yellow,Star_1372
5364.0,0.91,0.888,Yellow,Star_1373
6104.0,1.225,1.079,Yellow-White,Star_1374
3130.0,0.175,0.161,Red,Star_1375
4255.0,0.58,0.6,Orange,Star_1377
5645.0,0.91,0.94,Yellow,Star_1378
5515.0,0.86,0.93,Yellow,Star_1379
5670.0,1.14482,1.01,Yellow,Star_1380
5518.52,0.961413,0.97,Yellow,Star_1382
3548.0,0.42,0.44,Red,Star_1383
5698.0,0.97,0.98,Yellow,Star_1384
5873.0,1.92,1.111,Yellow,Star_1385
3959.0,0.54,0.56,Orange,Star_1387
6653.0,1.356,1.383,Yellow-White,Star_1388
5653.0,0.679,0.767,Yellow,Star_1389
4764.0,0.801178,0.77,Orange,Star_1390
5513.0,0.8,0.9,Yellow,Star_1391
5461.0,0.78,0.885,Yellow,Star_1393
4306.0,0.63,0.66,Orange,Star_1394
5658.0,0.83,0.938,Yellow,Star_1395
5274.0,0.846,0.878,Yellow,Star_1396
6209.0,1.45,1.25,Yellow-White,Star_1397
6148.0,1.488,1.094,Yellow-White,Star_1398
3390.0,0.31,0.3,Red,Star_1399
5719.81,1.64551,1.02,Yellow,Star_1400
5231.0,0.83,0.783,Yellow,Star_1401
5881.0,1.294,1.109,Yellow,Star_1402
5779.0,0.85,1.05,Yellow,Star_1403
5638.0,0.902012,0.958188,Yellow,Star_1404
5437.0,0.804,0.877,Yellow,Star_1405
5402.0,0.793,0.879,Yellow,Star_1406
5726.0,0.89,1.05,Yellow,Star_1407
5753.0,0.96,0.98,Yellow,Star_1408
4815.0,0.83,0.48,Orange,Star_1409
5596.0,0.778,0.852,Yellow,Star_1410
4776.0,0.73,0.78,Orange,Star_1411
6256.0,1.32,1.2,Yellow-White,Star_1412
5192.0,0.79,0.87,Orange,Star_1413
6177.0,1.24,1.15,Yellow-White,Star_1414
6185.0,1.972,1.46,Yellow-White,Star_1415
6043.0,1.12,1.02,Yellow-White,Star_1416
6107.0,1.04,1.053,Yellow-White,Star_1418
6173.11,1.29258,1.18,Yellow-White,Star_1419
6133.0,1.24,1.177,Yellow-White,Star_1420
5202.0,0.811,0.885,Yellow,Star_1422
5792.0,0.819,0.899,Yellow,Star_1423
5642.0,0.98,0.96,Yellow,Star_1424
4076.0,42.4,1.05,Orange,Star_1425
5236.0,0.79,0.79,Yellow,Star_1426
6065.0,1.731,1.263,Yellow-White,Star_1428
6231.0,1.59,1.29,Yellow-White,Star_1430
5474.0,1.19297,0.96,Yellow,Star_1431
5754.0,1.687,1.094,Yellow,Star_1432
6182.0,1.22,1.21,Yellow-White,Star_1436
5882.0,1.61,1.12,Yellow,Star_1437
5758.0,1.17561,1.03,Yellow,Star_1439
5805.0,1.0,1.03,Yellow,Star_1440
5504.0,0.83,0.95,Yellow,Star_1442
5499.0,0.896703,0.964,Yellow,Star_1445
5675.54,1.24175,1.01,Yellow,Star_1446
5183.0,0.852,0.864,Orange,Star_1447
5691.0,1.073,0.936,Yellow,Star_1449
4771.0,0.633,0.717,Orange,Star_1451
5878.0,0.998,1.003,Yellow,Star_1453
5324.0,0.81,0.85,Yellow,Star_1454
6011.0,1.494,1.01,Yellow-White,Star_1456
5165.0,0.8123,0.8801,Orange,Star_1457
5207.0,0.767297,0.886,Yellow,Star_1459
6034.0,1.28,1.042,Yellow-White,Star_1460
5062.0,0.66,0.764,Orange,Star_1461
4987.0,0.8268,0.8712,Orange,Star_1463
4268.0,0.6,0.62,Orange,Star_1464
5153.0,0.79,0.85,Orange,Star_1466
6191.0,1.3,1.18,Yellow-White,Star_1468
5644.0,0.99,0.83,Yellow,Star_1470
5595.0,1.253,1.08,Yellow,Star_1471
6032.0,1.02,1.02,Yellow-White,Star_1472
5642.0,1.05,0.822,Yellow,Star_1474
6120.0,1.81,1.33,Yellow-White,Star_1476
6150.0,1.2,1.18,Yellow-White,Star_1478
4930.0,0.788,0.837,Orange,Star_1481
6361.0,1.08,1.158,Yellow-White,Star_1484
5541.0,2.56,1.41,Yellow,Star_1485
4976.0,0.717,0.728,Orange,Star_1486
6826.0,1.85,1.51,Yellow-White,Star_1487
3746.0,0.554,0.548,Orange,Star_1488
6085.0,1.568,1.18,Yellow-White,Star_1490
5834.0,0.797,0.852,Yellow,Star_1492
5951.0,1.4,1.16,Yellow,Star_1493
5720.0,0.97,1.03,Yellow,Star_1494
5971.0,1.12,1.09,Yellow,Star_1495
4362.0,0.58,0.62,Orange,Star_1496
6188.0,1.21,1.14,Yellow-White,Star_1497
5599.53,2.65525,0.99,Yellow,Star_1499
5469.0,1.5,0.907,Yellow,Star_1500
5868.0,1.042,0.915,Yellow,Star_1501
5752.0,0.96,0.93,Yellow,Star_1503
5874.0,1.249,0.968,Yellow,Star_1504
6290.0,1.06,1.13,Yellow-White,Star_1505
5052.0,3.26,1.56,Orange,Star_1507
6112.0,1.65,1.19,Yellow-White,Star_1508
6020.0,1.07,1.03,Yellow-White,Star_1509
4674.0,0.6,0.67,Orange,Star_1510
5276.0,0.81,0.96,Yellow,Star_1511
5668.0,0.87,0.96,Yellow,Star_1512
4735.0,0.628,0.708,Orange,Star_1513
6161.0,1.22,1.13,Yellow-White,Star_1514
4586.0,0.7,0.73,Orange,Star_1515
5467.0,0.847605,0.96,Yellow,Star_1517
5948.0,1.08,1.05,Yellow,Star_1518
6207.0,1.367,1.173,Yellow-White,Star_1519
6277.0,1.13,1.035,Yellow-White,Star_1521
5162.0,0.78,0.81,Orange,Star_1522
5931.0,1.17,1.12,Yellow,Star_1523
5705.0,0.96,0.91,Yellow,Star_1524
5712.0,0.97,0.98,Yellow,Star_1525
5739.0,1.03974,1.03,Yellow,Star_1526
6283.0,1.1,1.122,Yellow-White,Star_1528
6035.0,1.257,0.958,Yellow-White,Star_1529
4951.0,0.75,0.8,Orange,Star_1530
4908.0,0.782,0.824,Orange,Star_1531
5781.0,1.39,0.92,Yellow,Star_1533
5845.0,1.52668,1.05,Yellow,Star_1534
6000.0,1.15,1.1,Yellow,Star_1535
4614.0,0.699002,0.73,Orange,Star_1536
4880.0,0.73,0.77,Orange,Star_1537
4883.0,0.736,0.82,Orange,Star_1538
5215.0,0.8,0.777,Yellow,Star_1539
3691.0,0.544291,0.540091,Red,Star_1541
5899.0,0.9,1.004,Yellow,Star_1542
6266.0,1.522,1.066,Yellow-White,Star_1543
5500.0,1.28,1.03,Yellow,Star_1544
6157.0,1.392,1.02,Yellow-White,Star_1545
5550.0,1.032,0.941,Yellow,Star_1546
5423.0,1.03215,0.94,Yellow,Star_1548
